date,price
2025-07-08 14:15:44.242751,0.2915
2025-07-09 14:15:44.242751,0.2715
2025-07-10 14:15:44.242751,0.3211
2025-07-11 14:15:44.242751,0.3004
2025-07-12 14:15:44.242751,0.3024
2025-07-13 14:15:44.242751,0.299
2025-07-14 14:15:44.242751,0.3345
2025-07-15 14:15:44.242751,0.3299
2025-07-16 14:15:44.242751,0.278
2025-07-17 14:15:44.242751,0.3054
2025-07-18 14:15:44.242751,0.3353
2025-07-19 14:15:44.242751,0.2948
2025-07-20 14:15:44.242751,0.3011
2025-07-21 14:15:44.242751,0.3433
2025-07-22 14:15:44.242751,0.3383
2025-07-23 14:15:44.242751,0.3166
2025-07-24 14:15:44.242751,0.3126
2025-07-25 14:15:44.242751,0.3326
2025-07-26 14:15:44.242751,0.3366
2025-07-27 14:15:44.242751,0.3126
2025-07-28 14:15:44.242751,0.3148
2025-07-29 14:15:44.242751,0.3234
2025-07-30 14:15:44.242751,0.3233
2025-07-31 14:15:44.242751,0.3105
2025-08-01 14:15:44.242751,0.3281
2025-08-02 14:15:44.242751,0.3213
2025-08-03 14:15:44.242751,0.3088
2025-08-04 14:15:44.242751,0.3321
2025-08-05 14:15:44.242751,0.3198
2025-08-06 14:15:44.242751,0.3406
2025-08-07 14:15:44.242751,0.3234
2025-08-08 14:15:44.242751,0.322
2025-08-09 14:15:44.242751,0.3012
2025-08-10 14:15:44.242751,0.3142
2025-08-11 14:15:44.242751,0.3168
2025-08-12 14:15:44.242751,0.3127
2025-08-13 14:15:44.242751,0.3335
2025-08-14 14:15:44.242751,0.3229
2025-08-15 14:15:44.242751,0.339
2025-08-16 14:15:44.242751,0.3077
2025-08-17 14:15:44.242751,0.3347
2025-08-18 14:15:44.242751,0.3179
2025-08-19 14:15:44.242751,0.3025
2025-08-20 14:15:44.242751,0.3298
2025-08-21 14:15:44.242751,0.3484
2025-08-22 14:15:44.242751,0.3109
2025-08-23 14:15:44.242751,0.3533
2025-08-24 14:15:44.242751,0.3291
2025-08-25 14:15:44.242751,0.3389
2025-08-26 14:15:44.242751,0.3415
2025-08-27 14:15:44.242751,0.3657
2025-08-28 14:15:44.242751,0.329
2025-08-29 14:15:44.242751,0.3341
2025-08-30 14:15:44.242751,0.347
2025-08-31 14:15:44.242751,0.3573
2025-09-01 14:15:44.242751,0.3476
2025-09-02 14:15:44.242751,0.353
2025-09-03 14:15:44.242751,0.3501
2025-09-04 14:15:44.242751,0.3342
2025-09-05 14:15:44.242751,0.3569
2025-09-06 14:15:44.242751,0.3361
2025-09-07 14:15:44.242751,0.3033
2025-09-08 14:15:44.242751,0.3527
2025-09-09 14:15:44.242751,0.3515
2025-09-10 14:15:44.242751,0.3427
2025-09-11 14:15:44.242751,0.3476
2025-09-12 14:15:44.242751,0.3592
2025-09-13 14:15:44.242751,0.3471
2025-09-14 14:15:44.242751,0.3641
2025-09-15 14:15:44.242751,0.3142
2025-09-16 14:15:44.242751,0.359
2025-09-17 14:15:44.242751,0.3445
2025-09-18 14:15:44.242751,0.3494
2025-09-19 14:15:44.242751,0.3531
2025-09-20 14:15:44.242751,0.3671
2025-09-21 14:15:44.242751,0.362
2025-09-22 14:15:44.242751,0.3671
2025-09-23 14:15:44.242751,0.3722
2025-09-24 14:15:44.242751,0.3389
2025-09-25 14:15:44.242751,0.3692
2025-09-26 14:15:44.242751,0.3718
2025-09-27 14:15:44.242751,0.3341
2025-09-28 14:15:44.242751,0.3567
2025-09-29 14:15:44.242751,0.3278
2025-09-30 14:15:44.242751,0.3314
2025-10-01 14:15:44.242751,0.3338
2025-10-02 14:15:44.242751,0.3397
2025-10-03 14:15:44.242751,0.3675
2025-10-04 14:15:44.242751,0.3505
2025-10-05 14:15:44.242751,0.3543
2025-10-06 14:15:44.242751,0.3549
2025-10-07 14:15:44.242751,0.3384
2025-10-08 14:15:44.242751,0.3525
2025-10-09 14:15:44.242751,0.3539
2025-10-10 14:15:44.242751,0.3342
2025-10-11 14:15:44.242751,0.3493
2025-10-12 14:15:44.242751,0.328
2025-10-13 14:15:44.242751,0.3579
2025-10-14 14:15:44.242751,0.3426
2025-10-15 14:15:44.242751,0.3313
2025-10-16 14:15:44.242751,0.3765
2025-10-17 14:15:44.242751,0.3587
2025-10-18 14:15:44.242751,0.3573
2025-10-19 14:15:44.242751,0.3705
2025-10-20 14:15:44.242751,0.3318
2025-10-21 14:15:44.242751,0.3484
2025-10-22 14:15:44.242751,0.3462
2025-10-23 14:15:44.242751,0.3625
2025-10-24 14:15:44.242751,0.3545
2025-10-25 14:15:44.242751,0.3218
2025-10-26 14:15:44.242751,0.3356
2025-10-27 14:15:44.242751,0.341
2025-10-28 14:15:44.242751,0.3532
2025-10-29 14:15:44.242751,0.3611
2025-10-30 14:15:44.242751,0.3474
2025-10-31 14:15:44.242751,0.3883
2025-11-01 14:15:44.242751,0.3309
2025-11-02 14:15:44.242751,0.3611
2025-11-03 14:15:44.242751,0.3665
2025-11-04 14:15:44.242751,0.3306
2025-11-05 14:15:44.242751,0.3287
2025-11-06 14:15:44.242751,0.3536
2025-11-07 14:15:44.242751,0.3294
2025-11-08 14:15:44.242751,0.3588
2025-11-09 14:15:44.242751,0.3702
2025-11-10 14:15:44.242751,0.3788
2025-11-11 14:15:44.242751,0.3679
2025-11-12 14:15:44.242751,0.3565
2025-11-13 14:15:44.242751,0.3449
2025-11-14 14:15:44.242751,0.3463
2025-11-15 14:15:44.242751,0.3223
2025-11-16 14:15:44.242751,0.3413
2025-11-17 14:15:44.242751,0.3517
2025-11-18 14:15:44.242751,0.3447
2025-11-19 14:15:44.242751,0.3537
2025-11-20 14:15:44.242751,0.3581
2025-11-21 14:15:44.242751,0.3175
2025-11-22 14:15:44.242751,0.3534
2025-11-23 14:15:44.242751,0.3406
2025-11-24 14:15:44.242751,0.3434
2025-11-25 14:15:44.242751,0.347
2025-11-26 14:15:44.242751,0.3543
2025-11-27 14:15:44.242751,0.3424
2025-11-28 14:15:44.242751,0.3543
2025-11-29 14:15:44.242751,0.3131
2025-11-30 14:15:44.242751,0.3472
2025-12-01 14:15:44.242751,0.3259
2025-12-02 14:15:44.242751,0.353
2025-12-03 14:15:44.242751,0.3329
2025-12-04 14:15:44.242751,0.3352
2025-12-05 14:15:44.242751,0.3381
2025-12-06 14:15:44.242751,0.3643
2025-12-07 14:15:44.242751,0.3309
2025-12-08 14:15:44.242751,0.317
2025-12-09 14:15:44.242751,0.3369
2025-12-10 14:15:44.242751,0.3228
2025-12-11 14:15:44.242751,0.3666
2025-12-12 14:15:44.242751,0.3334
2025-12-13 14:15:44.242751,0.3217
2025-12-14 14:15:44.242751,0.3471
2025-12-15 14:15:44.242751,0.334
2025-12-16 14:15:44.242751,0.3115
2025-12-17 14:15:44.242751,0.3564
2025-12-18 14:15:44.242751,0.3394
2025-12-19 14:15:44.242751,0.3315
2025-12-20 14:15:44.242751,0.3325
2025-12-21 14:15:44.242751,0.3268
2025-12-22 14:15:44.242751,0.333
2025-12-23 14:15:44.242751,0.3428
2025-12-24 14:15:44.242751,0.3179
2025-12-25 14:15:44.242751,0.3187
2025-12-26 14:15:44.242751,0.3136
2025-12-27 14:15:44.242751,0.3325
2025-12-28 14:15:44.242751,0.3242
2025-12-29 14:15:44.242751,0.3366
2025-12-30 14:15:44.242751,0.3133
2025-12-31 14:15:44.242751,0.3083
